v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,salary
20,17,0,6.9,0.9,2.7,0.3,0.8,0.6,1.9,0.402,0.5,0.6,0,1,0.5,0.4,0.2,0.2,0.4,2.6,10.8,0.446,0.283,0.217,0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0,0.019,-3.4,1,-2.4,0,14.80502201
21,61,59,30,7.6,13.6,0.9,2.6,6.7,11,0.593,3.3,4.4,3.6,6.2,2,0.4,0.6,2,3.3,19.5,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11,0.6,1.8,11.2,23.7,5,1,6,0.158,2.8,-1.9,0.9,1.3,14.80377212
20,75,59,27.3,3.7,8.8,1.8,4.7,1.9,4.1,0.522,0.5,0.7,0.8,2.5,2.9,0.9,0.3,1.5,2.1,9.7,10.1,0.533,0.537,0.085,3,9.7,6.3,14.5,1.5,1.1,13.8,15.7,0.7,0.7,1.5,0.034,-1.6,-0.8,-2.4,-0.2,14.78487939
24,40,25,26.6,5.2,12.1,1.2,3.9,4,8.2,0.478,2.1,3.1,0.9,2.9,3.9,1.1,0.4,1.7,1.9,13.7,14.9,0.509,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1,11.4,24,0.5,1.2,1.7,0.077,-0.3,0.5,0.2,0.6,14.78086494
24,82,15,23.5,3.4,7.5,0.6,2.1,2.7,5.4,0.487,1.1,1.7,0.7,3.7,2.5,1.3,0.5,1.7,2.3,8.4,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,-0.9,1.7,0.9,0.022,-3.3,0.8,-2.4,-0.2,14.77255237
20,58,0,14.1,3,6,0,0.1,3,5.9,0.503,1,1.6,1.1,2.7,1.5,0.5,0.4,1.3,2.6,7,14.4,0.526,0.017,0.261,8.1,20.1,14,15.2,1.8,2.3,15.8,23.2,0,1,1,0.056,-3.4,0.4,-3,-0.2,14.76283473
36,42,2,13,1.4,2.8,0,0.1,1.4,2.7,0.517,0.7,1.1,0.8,2.1,0.6,0.4,0.4,0.3,2.1,3.6,11.9,0.552,0.026,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.123,-3.1,0.9,-2.2,0,14.75737274
32,46,29,29.8,3.8,9.4,1.1,3.1,2.7,6.3,0.464,0.5,0.8,0.7,4.5,8,1.2,0.2,2.8,2.2,9.2,12.1,0.473,0.329,0.083,2.6,15.5,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,0.047,-1.7,0.2,-1.5,0.2,14.75737274
32,69,68,30.3,4,10.1,2.2,5.8,1.9,4.3,0.507,1.9,2.4,0.5,2,2.3,0.8,0.2,1.3,2.3,12.2,10.3,0.546,0.577,0.234,1.7,7.1,4.4,11.1,1.3,0.7,10.6,17.8,1.1,1.5,2.7,0.062,-1.4,-0.5,-1.8,0.1,14.75737274
20,74,52,23.7,2.6,6.9,0.8,2.9,1.8,4,0.445,1.6,2.2,0.6,2.4,1.2,1.2,0.4,0.9,2.2,7.7,9.4,0.492,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-3.5,0.4,-3.1,-0.5,14.7439986
24,59,21,20.9,3.4,8.3,0.2,0.8,3.2,7.4,0.42,2,3.1,1.4,3.8,1.6,0.7,0.5,1.2,1.8,8.9,12.5,0.464,0.101,0.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,-0.5,1.7,1.2,0.047,-3,0.4,-2.6,-0.2,14.73180129
20,74,74,26.1,2.5,5.8,1.4,3.9,1.1,1.9,0.552,0.5,0.7,0.4,1.5,1,0.5,0.2,0.6,3.1,6.9,6.4,0.566,0.673,0.118,1.7,6,3.8,4.8,1,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-3.9,0.1,-3.8,-0.9,14.72209029
23,38,2,10.9,1.8,4.7,0.8,2.6,0.9,2.1,0.466,1.2,1.6,0.1,0.5,0.7,0.2,0.2,0.9,1.2,5.6,7.5,0.516,0.556,0.337,0.8,5.1,3,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0,0.002,-4.2,-2.1,-6.3,-0.5,14.70315487
20,80,80,26.2,4.2,7.1,0.1,0.6,4.1,6.5,0.595,2.5,3.5,2.4,6,1.4,0.5,1.5,1.3,2.3,10.9,18.5,0.632,0.079,0.489,9.6,24,16.8,7.9,1,4.5,13,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,14.68128243
24,80,79,31.9,6.5,11.8,1,2.7,5.5,9.1,0.591,3,3.8,1.6,5.3,3.1,0.9,0.7,1.9,3,16.9,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,5.7,3.6,9.3,0.175,1.6,0.8,2.4,2.8,14.67070813
22,22,1,8,1.2,2.2,0.3,0.6,0.9,1.6,0.592,0.4,0.8,0.4,1.5,0.5,0.2,0.3,0.5,1.3,3,12.6,0.593,0.265,0.347,5.4,20.3,12.8,8.6,1.4,2.8,16.3,16,0.1,0.2,0.3,0.089,-2.9,-0.1,-3,0,14.66516863
22,44,14,20.3,2.2,4.8,0.3,1.1,1.9,3.6,0.493,0.5,0.9,0.7,3.5,0.8,0.5,0.1,0.6,1.3,5.2,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10,12.2,0,0.6,0.6,0.03,-3.4,-0.5,-3.9,-0.4,14.66237404
22,50,0,12.9,2.1,5.2,0.9,2.5,1.2,2.7,0.483,0.8,1,0.1,1.2,1.7,0.4,0.3,0.8,1.4,5.9,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,14.66103542
23,24,22,17.1,2.2,3.1,0,0,2.2,3.1,0.716,1,1.5,1.3,1.8,1.2,0.5,1,0.7,2.6,5.4,15.3,0.72,0,0.5,8.4,11,9.8,8.7,1.4,5.1,15.1,11.1,1,0.5,1.5,0.173,-0.6,1.7,1.1,0.3,14.65061596
22,59,25,18.3,3.1,5.6,0,0,3.1,5.6,0.553,1.6,2.2,1.8,3.6,0.9,0.2,0.4,1,1.9,7.8,16.2,0.59,0,0.399,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,1.7,0.3,2,0.087,-1.1,-2.1,-3.2,-0.3,14.64047516
21,67,6,20.2,2.7,6,1,3,1.7,3,0.536,0.5,0.9,0.9,2.1,0.7,0.7,0.3,0.8,2.1,7,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2,0.07,-2.4,0.1,-2.4,-0.1,14.64047516
23,46,18,17,2.3,6.2,1.5,4.2,0.8,2,0.502,0.8,1,0.6,2.3,1.2,0.6,0.9,0.5,0.9,7,14.8,0.531,0.682,0.163,3.6,14.6,9,10.5,1.7,4.5,7.6,17.9,0.6,0.7,1.4,0.083,1.4,0.7,2.1,0.8,14.62644077
25,81,81,27.3,5.1,9.1,0,0,5.1,9.1,0.557,1.7,3.1,2.2,6.1,2.4,1.2,0.6,1,2.8,11.9,18,0.566,0.003,0.343,8.2,23.7,15.8,12.3,2,2,9,17.5,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8,14.59368018
19,20,1,7.1,1.4,3.2,0.5,1.5,0.9,1.7,0.524,0.5,0.8,0.2,0.5,0.7,0.1,0,0.6,0.5,3.8,11.1,0.535,0.46,0.254,2.3,7.4,4.9,13.7,0.3,0,13.6,24.3,0,0,0.1,0.02,-1.5,-3.7,-5.3,-0.1,14.58077373
26,76,15,26.7,3.1,7.5,1.4,4.3,1.7,3.2,0.497,0.7,1.3,0.3,1.8,2.2,0.6,0.3,0.9,2.7,8.1,7.7,0.503,0.572,0.166,1.3,7.5,4.4,11.5,1.1,1,10,14.5,0.4,0.8,1.2,0.028,-3.3,-1,-4.3,-1.1,14.57972971
21,43,5,10.4,1.7,4,0.5,1.8,1.1,2.2,0.48,1,1.2,0.4,1.6,0.6,0.3,0.3,0.9,1.3,4.8,10.1,0.533,0.45,0.31,4,15.4,9.8,7.4,1.1,2.4,16.7,21.7,-0.3,0.5,0.2,0.02,-3.9,-0.4,-4.3,-0.3,14.53992382
21,21,0,8.5,0.9,2.5,0,0.3,0.8,2.2,0.349,0.3,0.4,0.8,2.2,0.5,0.3,0,0.9,1.3,2,4.7,0.377,0.132,0.17,10.2,27.6,19.1,8,1.6,0.5,24,17.7,-0.5,0.2,-0.2,-0.06,-7.1,0,-7.2,-0.2,14.52510179
25,19,0,8.3,1.3,3.4,0.9,2.2,0.4,1.2,0.523,0.4,0.6,0.2,0.7,0.2,0.3,0.2,0.3,1.2,3.9,10.5,0.541,0.641,0.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,14.5228535
27,64,10,20.4,2.3,5.6,1.4,4,0.9,1.6,0.525,1.1,1.3,0.9,2.9,1.2,0.3,0.6,0.8,2,7,10.8,0.564,0.709,0.235,4.7,14.7,9.8,7.7,0.8,2.3,10.8,14.3,1.2,1.2,2.5,0.091,-0.8,-0.3,-1.1,0.3,14.5228535
23,23,2,9.1,1,2.8,0.3,1.2,0.7,1.6,0.398,0.7,1,0.4,0.7,0.4,0.5,0.2,0.4,1.1,2.9,7.6,0.443,0.422,0.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,-0.2,0.3,0.1,0.02,-5.8,0.5,-5.3,-0.2,14.50865774
23,68,57,25.3,3,6.5,0.7,2,2.4,4.5,0.523,1.6,2.3,1.7,6.1,1.9,0.7,0.8,1.3,2.6,8.4,13.9,0.561,0.311,0.355,6.7,25.8,16,11.1,1.3,2.5,14.7,14.8,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6,14.50865774
28,75,37,20,2.1,4.8,0.8,2.5,1.3,2.3,0.526,0.7,0.9,1.2,2.3,1,0.5,0.6,0.6,2.3,5.7,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3,0.096,-2,0.2,-1.9,0,14.50865774
21,79,27,22.8,3,7.1,2.1,5,0.9,2,0.581,0.9,1.2,0.3,1.4,1.5,0.5,0.1,0.6,2,9.1,11,0.604,0.711,0.167,1.3,6.4,3.9,9,1,0.4,7,15,2.7,0.9,3.6,0.095,-0.3,-1.3,-1.6,0.2,14.50621476
23,70,68,33.1,7.1,15.5,1.8,6,5.3,9.5,0.515,2.7,3.6,0.9,4.6,2.5,0.6,0.4,1.9,2.4,18.7,14,0.546,0.388,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10,23.8,1.2,1.9,3.1,0.065,-0.2,-1.2,-1.4,0.4,14.4958764
21,3,0,12,2.7,5.3,0,0,2.7,5.3,0.5,0.3,0.7,3,2,0.3,0.7,0.7,1,2,5.7,19.6,0.504,0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0,0.1,0.1,0.13,-3.6,-2.4,-6,0,14.48965839
24,67,55,25.8,3.9,8.1,0.7,2.1,3.2,6,0.523,1.4,1.8,0.5,3.2,3.9,1,0.7,1.4,2.2,9.9,14.8,0.555,0.262,0.227,2.2,13.3,7.8,21,1.9,2.3,14,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3,14.48235483
21,32,2,8.8,1.1,1.6,0,0,1.1,1.6,0.706,0.3,0.5,0.8,1.7,0.2,0.3,1.3,0.3,1.1,2.5,18.8,0.703,0,0.294,10.2,20.4,15.3,3.3,1.5,12.5,14.8,10.3,0.5,0.6,1.2,0.201,-1.7,3.4,1.8,0.3,14.47691936
21,30,1,6.8,0.6,1.8,0.1,0.5,0.5,1.3,0.377,0,0,0.2,0.6,0.8,0.2,0.1,0.4,0.9,1.3,3.5,0.374,0.283,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-6.9,-1.2,-8.2,-0.3,14.47089356
19,9,0,4.3,1,2.4,0.1,1.1,0.9,1.3,0.432,0,0.2,0.1,0.4,0.2,0.2,0,0.4,0.1,2.1,5.8,0.415,0.455,0.091,2.7,10.7,6.7,8.6,2.4,0,14.9,29,-0.2,0,-0.1,-0.152,-6.3,-0.9,-7.2,-0.1,14.46345115
21,46,11,17.5,2.1,5.3,1,2.8,1.2,2.5,0.492,0.7,1,1.6,2.7,1,0.6,0.5,0.7,1.5,5.9,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2,14.45620588
28,58,27,21.2,2.4,5.1,0.9,2.7,1.4,2.4,0.563,1,1.4,1,2.1,0.7,0.7,0.4,0.6,2.6,6.7,11,0.59,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1,2.6,0.103,-1.4,-0.2,-1.5,0.1,14.44830617
23,34,19,23.5,2.8,6.6,1.4,3.8,1.4,2.8,0.533,1.2,1.5,1.2,3.4,1.5,0.4,1,1.1,2.4,8.3,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,14.42815297
27,56,2,17.6,3,7.8,1.4,4.1,1.7,3.7,0.476,2.1,2.5,0.3,1.5,2.6,0.7,0.3,1.2,1.2,9.4,15.3,0.534,0.524,0.317,1.9,8.7,5.3,22.2,2,1.3,11.7,24,1,1,2,0.098,0.9,0.6,1.5,0.9,14.42815297
29,58,16,21.9,3.5,8.3,1.2,3.5,2.3,4.8,0.492,1.2,1.6,1.1,3.5,1.4,0.6,0.4,0.9,3,9.4,11.7,0.521,0.419,0.19,5,17.5,11.1,8.8,1.3,1.5,9.3,19.1,0.6,1.1,1.6,0.061,-2.1,-0.6,-2.7,-0.2,14.37512635
24,40,13,17.8,2.4,5.6,0.6,2.1,1.8,3.5,0.487,0.8,1,0.3,1.5,2.7,0.7,0.2,1.1,1.6,6.3,11.5,0.519,0.377,0.184,2,9.2,5.5,21.8,1.9,1.1,15.7,17.6,0.1,0.3,0.5,0.031,-2.3,-0.7,-3,-0.2,14.36775352
23,58,24,20.8,3.3,8,0.7,2.6,2.6,5.4,0.457,1.5,2,0.5,3.6,1.5,1,0.1,1.5,1.9,8.8,10.8,0.497,0.328,0.246,2.4,18.7,10.4,11.5,2.3,0.6,14.6,21.3,-1.1,1.1,-0.1,-0.003,-3.5,-0.3,-3.8,-0.5,14.36775352
26,61,2,20.7,2.7,5.7,1.1,3.3,1.6,2.5,0.56,0.5,0.7,1,3.2,2,0.5,0.4,0.5,1.3,6.9,13.6,0.573,0.571,0.114,5.2,15,10.4,12.6,1.2,1.7,8.2,13.3,2,1.9,3.9,0.149,0.3,0.8,1.2,1,14.35960653
23,59,24,15.8,3.6,6.1,0,0.1,3.6,6.1,0.587,1,1.5,1.4,3.3,0.7,0.3,0.7,0.9,1.6,8.2,17.9,0.603,0.014,0.246,9.2,21.4,15.4,6.3,0.7,3.5,11.5,19.9,1.4,0.8,2.2,0.115,-0.6,-0.9,-1.5,0.1,14.34760009
20,63,46,20.5,3.2,7.1,0.9,2.9,2.3,4.2,0.514,1.1,1.5,0.9,3,0.8,0.7,0.4,1.2,2.3,8.5,11,0.545,0.41,0.205,4.6,15.4,10,6,1.5,1.5,13.6,18.4,0.1,1.5,1.6,0.059,-2.9,0.3,-2.6,-0.2,14.3456893
23,44,10,14.5,1.8,3.7,0.8,2.2,1,1.5,0.599,0.3,0.6,1.1,2.7,0.9,0.4,0.9,0.8,2.3,4.7,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2,14.34522663
22,64,1,14,2.6,4.2,0,0.1,2.6,4.2,0.622,0.8,1,1.2,4,0.5,0.5,0.5,0.8,1.8,6,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3,14,16,1.4,1.2,2.6,0.14,-1.1,0.1,-0.9,0.2,14.33362198
21,46,27,18,1.9,4.3,0.5,2.2,1.4,2.1,0.503,0.7,1.2,0.7,3.2,1.2,0.4,0.5,0.8,2,5,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1,2.2,14.4,13.4,0,0.4,0.5,0.027,-3.4,-0.8,-4.1,-0.5,14.33362198
24,58,3,14,2.6,5.1,0.3,0.7,2.4,4.4,0.544,1.7,2.5,2,3.3,1,0.3,0.3,1,1.7,7.3,20.4,0.587,0.132,0.488,15.3,26.3,20.7,11.5,1,2.1,13.9,22.1,1.8,0.8,2.6,0.153,1.1,-1.1,-0.1,0.4,14.33235901
30,29,0,13.3,2.6,5.8,0.5,1.9,2.1,4,0.494,0.8,1.1,0.4,1.1,0.9,0.3,0.1,0.7,1.1,6.6,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11,1.2,1,10.3,23.6,-0.2,0.3,0.1,0.018,-1.9,-1.1,-3,-0.1,14.31997117
23,67,22,25.6,2.8,6.9,1.4,4.1,1.4,2.8,0.506,0.8,1.2,0.5,3.2,1.4,1,0.6,0.9,2.2,7.8,9.3,0.526,0.591,0.172,2.2,12.6,7.5,7,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-2.3,1,-1.3,0.3,14.31940824
23,21,2,12,2.9,5.6,0.4,1.2,2.5,4.3,0.56,2,2.7,0.8,3.1,0.4,0.3,0.5,0.8,0.8,8.2,21.9,0.607,0.222,0.479,7.2,26.5,17,4.8,1.3,3.2,10.7,26.1,0.4,0.3,0.8,0.151,1.4,-1,0.4,0.1,14.31346794
21,60,14,19.2,2.7,5.4,0.5,1.5,2.2,3.9,0.537,1.2,2,1.6,2.4,0.6,0.8,0.7,0.7,2.1,7,14,0.559,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.5,1,-0.5,0.4,14.31346794
25,59,0,8.7,1.5,3.1,0.7,1.8,0.7,1.3,0.594,0.3,0.4,0.2,1.3,0.6,0.2,0.1,0.4,1,4,13,0.613,0.58,0.133,2.4,15.7,9.1,10.1,0.9,0.9,10.7,17.8,0.7,0.7,1.3,0.123,-0.2,0.2,0,0.3,14.31346794
27,27,0,12.3,2.3,4.8,0.4,1.3,1.9,3.5,0.508,1,1.3,0.2,1.3,1.1,0.5,0.3,0.6,1,5.9,14.3,0.55,0.269,0.269,1.9,11.3,6.5,13.2,1.8,1.8,9.4,20.4,0.3,0.2,0.5,0.066,-0.9,-0.8,-1.7,0,14.31346794
25,35,21,20.4,1.8,5.5,1.1,3.7,0.7,1.8,0.435,0.5,0.6,0.7,2.4,1,0.4,0.2,0.5,1.9,5.3,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-3.7,0,-3.7,-0.3,14.31346794
27,64,24,21.5,3,7.4,1,2.6,2,4.8,0.469,1.8,2.2,0.5,3.2,2,0.6,0.3,1,1.4,8.8,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,0.7,0.8,1.5,0.052,-0.6,-0.7,-1.2,0.3,14.29828479
33,9,9,25.6,4.8,7.7,0,0,4.8,7.7,0.623,3.2,5.3,2.7,6.6,0.4,0.8,0.4,1.8,3.8,12.8,17.4,0.638,0,0.696,11.1,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-1.3,-1.7,-3,-0.1,14.29828479
22,59,42,27.2,5.6,12.5,1.2,3.6,4.4,9,0.493,2.4,3.2,0.6,2.8,3.9,0.7,0.3,2.4,1.7,14.8,14.6,0.531,0.284,0.251,2.1,10.9,6.4,24.2,1.3,1,14.6,25.6,0.1,0.7,0.8,0.023,-0.2,-1.8,-2,0,14.29828479
21,48,7,14.1,2,5.1,1,3,1.1,2.1,0.496,0.8,0.9,0.3,1.9,1.1,0.6,0,0.5,1.3,5.8,11.5,0.528,0.588,0.18,2.6,13.8,8.3,10.7,2,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-1.6,-0.2,-1.8,0,14.29828479
33,73,0,20.2,3.2,7.9,2.1,6,1,1.9,0.535,0.8,0.9,0.4,2.1,0.5,0.5,0.4,0.8,1.7,9.2,11.4,0.555,0.763,0.118,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,0.9,1,1.9,0.061,-0.2,-1.5,-1.7,0.1,14.29828479
25,47,18,13,1.6,3.7,0.4,1.3,1.2,2.4,0.472,0.7,0.9,0.4,1.1,0.4,0.3,0.2,0.4,1,4.2,8.7,0.511,0.352,0.227,2.9,10,6.4,5.1,1.1,1.1,8.5,15,0.1,0.6,0.7,0.054,-2.8,-0.1,-3,-0.2,14.29828479
29,12,0,15.1,2.8,8.3,1,3.6,1.8,4.7,0.404,1.4,2.3,0.4,0.7,1.9,0.4,0.1,1.5,1.4,8.1,7,0.437,0.434,0.273,3,4.8,3.9,18.6,1.4,0.5,14,30.4,-0.4,0.1,-0.3,-0.077,-4,-2.5,-6.5,-0.2,14.29828479
34,38,0,19.8,4.2,10.1,1,3.4,3.2,6.8,0.468,1.4,2.1,0.3,2.2,5.6,0.6,0,1.9,1.3,10.9,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1,0.064,1.2,-1.8,-0.6,0.3,14.29828479
25,4,0,31.8,7.3,13.5,1.3,3.5,6,10,0.583,4.3,5.3,1.3,6.8,1,1,0.8,1,2,20,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2,5.9,23.1,0.3,0.1,0.5,0.173,3.6,0.2,3.7,0.2,14.29828479
33,59,25,20.7,1.7,4.1,0.9,2.6,0.8,1.5,0.533,0.5,0.8,0.6,2.1,1.4,0.6,0.3,0.7,2.2,4.9,7.8,0.554,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1,14.2,10.4,0.6,1.2,1.8,0.07,-2.9,1.1,-1.8,0.1,14.29828479
24,42,1,7.8,1,2.5,0.5,1.4,0.5,1.1,0.51,0.2,0.3,0.3,1.5,0.4,0.1,0.2,0.3,1.2,2.7,9.4,0.528,0.548,0.106,3.5,20.5,11.9,7.8,0.4,2,9.2,15.9,0.1,0.4,0.5,0.073,-3.7,-0.2,-3.9,-0.2,14.29828479
24,68,3,11.6,1.5,2.8,0,0,1.5,2.8,0.516,0.4,0.6,0.8,1.9,1.1,0.3,0.8,0.6,1.2,3.3,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,14.29828479
21,3,0,7,0.7,2.3,0,0.7,0.7,1.7,0.286,0.3,0.7,0.7,1.3,1,0.7,0,0,1.7,1.7,10.5,0.317,0.286,0.286,10.4,19.6,15.1,18.7,4.5,0,0,15.7,0,0,0,0.079,-5.2,3.2,-2,0,14.29828479
37,70,0,19.1,2.9,6.9,2,5,0.9,1.9,0.559,0.9,1,0.1,2.2,1.2,0.4,0.2,0.8,1.5,8.6,11.2,0.582,0.72,0.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,1,1.3,2.3,0.082,-0.2,-0.3,-0.5,0.5,14.29828479
28,45,3,8.2,1.5,3,0,0.3,1.5,2.8,0.511,0.4,0.5,0.6,2,1.2,0.2,0.6,0.7,1.5,3.5,16.8,0.537,0.088,0.154,8.9,26.4,17.8,22.4,1.2,6,17.6,20.8,0.2,0.8,1,0.125,-2.5,3,0.4,0.2,14.29828479
27,28,1,13.3,1.6,4.4,0.4,1.4,1.3,3,0.415,1.1,1.9,0.7,1.8,2.5,0.7,0.5,0.7,1.7,4.8,14.7,0.458,0.309,0.431,5.4,15,10.1,26.5,2.6,3.4,12,19.4,0.2,0.6,0.8,0.099,-1.4,2.2,0.8,0.3,14.29828479
24,77,2,13.7,2.1,3.6,0,0,2.1,3.6,0.587,0.7,1,1.6,2.6,0.6,0.9,1.2,0.6,2.2,4.9,19.3,0.608,0,0.286,12.1,20,15.9,5.9,2.9,7.7,13.4,13.8,1.9,2.5,4.3,0.198,-1.2,3.3,2.1,1.1,14.29828479
29,63,5,13.7,1.3,3.5,0.7,2.2,0.6,1.3,0.479,0.3,0.5,0.7,1.7,0.5,0.3,0.2,0.3,0.7,3.6,8.1,0.493,0.626,0.137,4.9,13,8.8,4.6,0.9,1.3,8.7,12,0.2,0.9,1.1,0.064,-2,-0.4,-2.5,-0.1,14.29828479
26,37,1,12.8,2,4.4,0.5,1.6,1.5,2.7,0.522,0.8,0.9,0.2,1.5,2.5,0.4,0.1,0.9,1.3,5.3,13.5,0.558,0.373,0.205,1.4,12.6,7.1,28.7,1.4,0.7,16.6,19,0.5,0.6,1.1,0.116,-1.1,0.8,-0.3,0.2,14.29828479
30,25,8,12.9,0.8,2.8,0.4,1.6,0.5,1.2,0.37,0.5,0.6,0.7,1.4,0.8,0.2,0,0.6,1,2.5,4.6,0.414,0.58,0.232,6.1,12.5,9.2,7.8,0.6,0.3,15.5,12,-0.3,0,-0.2,-0.035,-4.5,-1.9,-6.4,-0.4,14.29828479
25,73,11,19.6,2.5,5.8,0.3,1.2,2.2,4.6,0.46,1.1,1.7,0.5,2.6,1.9,1.2,0.4,0.8,1.7,6.5,12.4,0.494,0.209,0.289,2.5,14.5,8.4,14.1,3,1.8,11.1,16.5,-0.1,1.6,1.4,0.048,-2.8,1.5,-1.3,0.2,14.29828479
34,50,2,12.2,1.4,3,0.7,1.6,0.7,1.4,0.591,0.3,0.4,0.2,2.3,0.5,0.9,0.1,0.5,0.8,3.8,12.1,0.599,0.523,0.148,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,14.29828479
28,59,19,19,2,4.4,0.6,1.7,1.3,2.7,0.515,0.7,0.9,0.7,2.2,4.2,0.5,0.1,1.3,1.9,5.3,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2,0.084,-1.4,-0.4,-1.8,0.1,14.29828479
