v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,salary
26,58,8,19.4,4.1,9.4,1,2.7,3.1,6.7,0.482,1.8,2.1,0.5,1.2,2.7,0.6,0.1,0.8,1,10.9,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6,14.29828479
22,25,0,3.8,0.4,0.7,0.2,0.4,0.2,0.3,0.611,0,0.1,0.3,0.4,0.2,0.1,0,0.2,0.4,0.9,9.3,0.595,0.556,0.167,8,12.7,10.4,8.2,1,0,17.2,10.6,0.1,0.1,0.2,0.086,-2.8,-1.4,-4.2,-0.1,14.29828479
36,55,6,15.9,1.1,1.8,0,0,1.1,1.8,0.616,0.9,1.6,1.7,3.9,0.7,0.4,0.4,0.8,2,3.1,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-2.9,0.8,-2.1,0,14.29828479
38,10,1,7.4,1.1,3.3,0,1.2,1.1,2.1,0.333,0.3,0.4,0.3,2.4,0.2,0,0,0.3,0.9,2.5,3.6,0.36,0.364,0.121,4.3,34.5,19.4,4,0,0,7.9,21.9,-0.2,0.1,-0.1,-0.075,-8.4,-2.4,-10.9,-0.2,14.29828479
42,76,9,17.5,2.6,6.2,1.6,4.2,1,2,0.55,0.6,0.9,0.4,2.1,1.1,0.6,0.4,0.6,1.9,7.4,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.4,-0.3,-0.7,0.5,14.29828479
31,51,33,23.1,2.2,5.4,1.2,3.1,1.1,2.3,0.526,0.4,0.5,0.9,3.3,1.6,0.5,0.4,0.9,2.4,6,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1,1.4,13.9,11.8,0.5,1,1.5,0.062,-2.3,-0.5,-2.8,-0.2,14.29828479
25,61,1,11.4,1.5,3.5,0.5,1.6,1,1.9,0.498,0.4,0.6,0.2,1.7,0.3,0.3,0.2,0.4,1.1,4,8.8,0.522,0.465,0.167,2,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,14.29702271
24,73,40,27.5,4,9.6,1.7,4.7,2.2,4.9,0.506,1,1.3,0.5,3.1,1.8,0.8,0.1,1,1.8,10.7,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037,-1.7,-0.9,-2.6,-0.3,14.29702271
23,18,0,18.3,2.7,6.8,0.8,2.2,1.9,4.6,0.463,1.2,1.7,0.5,1.2,0.9,0.6,0.2,1.1,2.8,7.5,7.6,0.499,0.328,0.246,3,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0,-0.004,-5,-1.2,-6.3,-0.4,14.29702271
23,43,13,17.7,2.8,6,0.9,2,2,4,0.549,0.8,1.1,0.2,1.9,1.1,0.3,0.1,0.4,1.7,7.3,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,14.29702271
20,61,16,19.2,3.2,7.3,0.9,2.8,2.3,4.6,0.493,0.9,1.2,0.4,1.8,1.1,0.4,0,0.8,1.5,8.1,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8,1,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,14.29702271
25,82,16,20.4,2,4.2,0.8,2.1,1.2,2,0.574,0.4,0.5,0.3,3.2,1.5,0.7,0.3,0.9,2.1,5.2,9,0.589,0.513,0.122,1.5,16.7,9.2,10,1.5,1.1,16.2,11,0.7,2.5,3.3,0.094,-2.6,2.1,-0.5,0.6,14.29702271
24,56,3,10.6,1.2,2.8,0.5,1.6,0.7,1.2,0.513,0.4,0.7,0.4,1.1,0.4,0.2,0.1,0.3,0.8,3.3,8.5,0.531,0.563,0.247,4.3,11.2,7.7,5.1,0.8,0.6,9.8,14.1,0.2,0.5,0.7,0.057,-2.8,-1.2,-4,-0.3,14.29702271
23,58,7,17.8,2.5,5.4,0.9,2.5,1.6,2.8,0.55,0.5,0.7,0.5,2.7,1.4,0.4,0.1,0.8,1.5,6.4,10.9,0.563,0.471,0.135,3,14.4,9,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.8,0.3,-1.5,0.1,14.29702271
24,68,13,18.1,1.7,4,0.4,1.2,1.2,2.9,0.465,1.2,1.5,0.5,2.2,1.1,0.4,0.3,0.6,1.8,5,8.7,0.531,0.288,0.376,3.2,13,8,7.9,1.1,1.5,12.1,12.8,0.5,1.4,1.9,0.073,-3.8,0.6,-3.2,-0.4,14.29696092
20,66,19,20.6,3.1,4.4,0,0,3.1,4.4,0.694,1.2,2,2.7,3.7,0.6,0.8,2.4,0.5,3.3,7.3,22,0.692,0,0.464,13.3,19.4,16.3,4.2,1.8,10,9.1,12.1,4,2.2,6.1,0.217,0.1,2.4,2.5,1.6,14.28533417
22,57,3,14.5,2.9,6.9,0.6,1.6,2.3,5.4,0.465,0.9,1.3,0.1,1.7,0.7,0.2,0.2,0.6,0.7,7.3,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7,14.27813138
26,28,0,5.8,1.2,2.7,0.4,1.3,0.8,1.4,0.526,0.5,0.5,0.6,1.4,0.1,0.2,0.9,0.3,1.1,3.3,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.194,-0.2,2.8,2.6,0.2,14.27813138
25,10,0,6.7,1.1,2.6,1,2.1,0.1,0.5,0.615,0.3,0.4,0.1,0.4,0.1,0.1,0.1,0.1,0.5,3.5,13.7,0.63,0.808,0.154,1.7,6.3,4,2.1,0.7,1.2,3.5,18.5,0.1,0.1,0.2,0.13,1.2,-1.6,-0.5,0,14.27813138
23,82,6,24,4.2,8.6,1.1,2.8,3.1,5.8,0.56,0.8,1,0.4,1.9,3.6,0.9,0,0.6,1.2,10.4,16.2,0.577,0.323,0.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,4.4,1.8,6.2,0.151,1.1,0.3,1.5,1.7,14.27813138
24,62,0,10.1,1.5,3.5,0.1,0.3,1.4,3.2,0.433,0.5,0.9,0.3,1.3,0.7,0.3,0.1,0.6,1.3,3.5,7,0.45,0.088,0.263,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7,14.27813138
23,22,0,4.7,0.4,1.3,0.4,1.1,0,0.2,0.448,0.2,0.2,0.1,0.5,0,0,0,0.4,0.6,1.4,0.9,0.481,0.862,0.172,2.2,11.2,6.8,0,0.5,0,20.4,16.4,-0.2,0.1,-0.1,-0.06,-6.6,-2.1,-8.8,-0.2,14.26617845
22,16,0,5.9,0.6,2.1,0.1,0.6,0.5,1.5,0.333,0.5,0.7,0.1,0.8,0.8,0.1,0.1,0.9,0.7,1.9,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2,14.25050275
25,12,0,5.7,0.8,1.3,0,0,0.8,1.3,0.625,0.6,0.7,0.5,1.3,0.3,0.3,0.3,0.1,0.7,2.3,21.1,0.692,0,0.5,9.3,24,16.5,6.4,2.2,3.7,4.9,13.1,0.2,0.1,0.4,0.258,0.5,2,2.5,0.1,14.24012906
37,72,2,26.2,5.8,13.3,1.2,3.6,4.6,9.7,0.478,2.3,3.2,1,3,4.2,0.8,0.5,2.3,1.6,15,15.8,0.51,0.272,0.243,3.9,12.2,8,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.061,0.8,-0.2,0.6,1.2,14.22934124
27,30,16,21,2.1,5.5,1.1,3.2,1,2.3,0.494,0.6,0.8,0.2,1.7,2.8,0.5,0.1,1.2,1.7,6,8,0.518,0.585,0.146,1,9.2,5.1,18.2,1.1,0.3,16.7,14.2,0,0.1,0.1,0.008,-2.7,-1.4,-4.1,-0.3,14.22934124
28,26,0,8.2,0.9,2.7,0.2,1.1,0.7,1.7,0.366,0.1,0.1,0.2,1,1.1,0.5,0.2,0.6,0.8,2.1,6.3,0.38,0.394,0.042,2.6,12.9,7.9,17.3,2.7,2,18.1,17.9,-0.5,0.3,-0.1,-0.027,-5.4,1.9,-3.5,-0.1,14.22934124
30,36,0,14.4,2.4,4.5,0.4,1.2,2,3.3,0.581,1.1,1.6,0.5,2.7,0.7,0.6,0.3,0.6,1,6.3,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11,18,0.6,0.7,1.3,0.119,-0.3,0.7,0.4,0.3,14.22934124
26,72,5,13.9,1.9,3.8,0.6,1.6,1.3,2.2,0.564,0.4,0.7,1.1,2.3,0.4,0.3,0.2,0.4,1.9,4.7,11.2,0.569,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,14.22097567
22,20,0,13.4,1.7,4.4,0.7,2.2,1,2.2,0.471,0.3,0.4,0.5,1.3,0.9,0.4,0.4,0.3,1.5,4.4,9.3,0.483,0.506,0.08,3.7,10,6.9,9.2,1.4,2.3,6.2,15,0.1,0.3,0.3,0.059,-2.6,-0.6,-3.2,-0.1,14.19099538
29,36,0,9.5,1.4,2.9,0.4,1.1,0.9,1.8,0.552,0.7,0.8,0.1,1.1,1.6,0.3,0.1,0.5,0.9,3.9,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1,0.134,-1.3,0.7,-0.7,0.1,14.18410212
23,18,0,11.7,1.4,4.1,0.7,2.6,0.7,1.5,0.425,1.1,1.2,0.2,1.8,1.2,0.3,0,1,0.8,4.5,8.1,0.49,0.63,0.301,2,15.9,9,14.1,1.4,0,17.9,20,-0.2,0.2,0,0.004,-3.6,0.4,-3.2,-0.1,14.18410212
28,62,41,23.9,2.7,7.2,1.5,4.4,1.2,2.8,0.481,0.6,0.7,0.4,2.5,1.8,1,0.4,0.8,2,7.5,9.1,0.499,0.612,0.101,1.9,11.4,6.5,9.9,1.9,1.4,9.7,14.5,0.1,1.2,1.4,0.045,-2.4,0.5,-1.9,0,14.1655602
22,14,0,4.6,0.3,1.1,0.1,0.1,0.2,1,0.281,0.3,0.6,0.3,1.1,0.1,0.1,0.2,0,0.5,0.9,6.3,0.333,0.125,0.5,7.1,25.5,16.5,2,0.8,4.2,0,13.3,-0.1,0.1,0,0.027,-5.7,-2,-7.7,-0.1,14.16394807
22,74,56,19.6,1.7,4.2,0.3,1.3,1.4,3,0.436,0.6,0.8,0.6,1.9,1.2,0.5,0.5,0.6,2.4,4.3,6.9,0.469,0.296,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1,-3.3,-0.5,14.16394807
21,29,0,5,0.7,2,0,0.1,0.7,1.9,0.328,0.4,0.6,0.3,0.9,0.4,0.2,0.1,0.5,0.5,1.8,6.4,0.389,0.034,0.293,6.8,20.1,13.5,12,2,1.2,18.6,24.4,-0.5,0.2,-0.3,-0.099,-7.3,-1.4,-8.7,-0.2,14.16394807
29,12,0,13.9,1,3.9,0.8,2.8,0.2,1.1,0.362,0,0,0.2,0.6,0.8,0.1,0,0.2,0.6,2.8,2,0.362,0.723,0,1.3,4.3,2.8,7.2,0.3,0,4.1,12,-0.2,0,-0.2,-0.054,-5.6,-3.2,-8.8,-0.3,14.16394807
20,50,31,19.7,2,5.1,0.6,1.9,1.4,3.2,0.447,0.4,0.6,0.5,2.2,3.2,1.4,0.5,1.5,2.3,5,9.9,0.466,0.371,0.109,2.8,12.5,7.5,22.3,3.3,1.9,21.8,15,-0.8,0.8,0,0.002,-3.8,1.1,-2.7,-0.2,14.16394807
25,32,0,7.5,1,2.6,0.3,0.8,0.8,1.7,0.451,0.3,0.4,0.1,0.8,0.3,0.2,0.3,0.3,1,2.6,7,0.47,0.329,0.146,1.7,10.7,6,5,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027,-4.9,0.6,-4.3,-0.1,14.16394807
23,46,3,14.7,1.6,4.7,0.7,2.6,0.9,2.1,0.421,0.8,1,0.2,1.2,2.6,0.5,0,0.7,1,4.7,10.3,0.459,0.56,0.213,1.6,8.6,5,24.8,1.7,0.3,11.3,17,0.2,0.3,0.5,0.035,-2.6,-1.3,-4,-0.3,14.16394807
24,15,1,10.7,1.2,3.1,0.7,2.3,0.5,0.7,0.5,0.3,0.4,0.1,1.1,0.3,0.3,0,0.3,0.7,3.3,7.6,0.514,0.761,0.13,1.3,11.2,6.3,4.4,1.5,0,7.6,14,0,0.2,0.2,0.051,-3.4,0,-3.4,-0.1,14.16394807
21,53,16,18.1,2.2,5.5,0.7,2.5,1.4,3,0.46,0.7,0.9,0.2,1.6,2.4,0.6,0.1,1.3,2.1,5.7,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17,-0.7,0.2,-0.5,-0.027,-4.2,-1.5,-5.7,-0.9,14.16394807
20,15,1,7.4,1.1,3.3,0.3,1.4,0.7,1.9,0.37,0.2,0.5,0.1,0.7,0.3,0.1,0.1,0.3,0.3,2.7,3.6,0.377,0.42,0.14,1,9.4,5.3,6.2,0.4,1.4,7,21.7,-0.3,0.1,-0.2,-0.092,-6.6,-4.2,-10.8,-0.2,14.16394807
20,51,3,10.3,1.5,3.2,0.1,0.5,1.4,2.8,0.467,0.7,1.2,0.7,1.2,0.3,0.4,0.2,0.5,1.5,3.7,10.1,0.497,0.145,0.358,7.2,12,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.4,0.2,-4.2,-0.3,14.16394807
20,28,0,7.9,0.7,1.5,0.1,0.2,0.6,1.3,0.512,0.4,0.5,0.8,0.9,0.5,0.3,0.4,0.5,2,1.9,10,0.562,0.146,0.341,10.3,13.3,11.8,9.4,1.6,4.6,21.6,11.8,0.2,0.3,0.5,0.101,-5.1,1.2,-3.9,-0.1,14.16394807
22,73,38,21.8,3.6,7.7,0.9,2.5,2.8,5.3,0.523,1.2,1.6,0.3,2,3.2,0.5,0.1,1.2,1.7,9.3,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1,2.6,0.077,-1.2,-0.5,-1.7,0.1,14.16394807
19,17,0,4.1,0.5,1.1,0,0.1,0.5,1.1,0.474,0.4,0.6,0.4,0.9,0.2,0.4,0.1,0.5,0.5,1.4,12.4,0.513,0.053,0.526,10.9,25.2,18,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037,-5.2,1,-4.2,0,14.16394807
23,6,2,23.8,2,5.5,0.3,1.7,1.7,3.8,0.394,0.2,0.3,2.7,5.5,2.2,1.2,0.8,0.8,1.7,4.5,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0,0.2,0.2,0.084,-2.2,2.4,0.2,0.1,14.16394807
23,39,3,14.8,1.4,4.7,0.9,2.6,0.6,2.1,0.395,0.7,0.8,0.4,1.3,1.8,0.7,0.3,0.8,1.4,4.4,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18,-0.7,0.7,0,-0.003,-4.1,0.1,-4,-0.3,14.16394807
23,30,3,16.8,2,4.7,0.4,1.7,1.6,3,0.468,0.6,0.9,0.5,2.2,0.6,0.6,0.5,0.5,1,5,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2,14.16394807
24,46,29,23.5,2.3,6.1,1.1,3.4,1.2,2.7,0.477,0.3,0.4,1.2,3.6,1.8,1,0.4,0.8,2.1,6.1,9.7,0.485,0.559,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0,14.16394807
22,26,0,7.5,0.8,2.7,0.4,1.3,0.5,1.3,0.391,0.3,0.4,0.2,0.6,0.3,0.3,0.2,0.2,0.8,2.3,6.2,0.413,0.507,0.159,2.2,9.3,5.6,6,1.8,2.2,5.1,17.2,-0.2,0.2,0,0.005,-4.9,-0.1,-5,-0.2,14.16394807
22,10,0,4.4,0.7,2.1,0,0.6,0.7,1.5,0.333,0.1,0.4,0.3,0.2,0.1,0.1,0,0.1,0.6,1.5,1.2,0.33,0.286,0.19,7.2,4.9,6.1,3.3,1.1,0,4.2,23.5,-0.2,0,-0.1,-0.133,-11.3,-3.2,-14.5,-0.1,14.16394807
28,42,0,10.8,1.4,3,0.9,2.2,0.5,0.8,0.603,0.4,0.5,0.2,1.3,0.5,0.1,0.1,0.4,0.8,4,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1,0.1,14.16394807
21,42,0,10.5,1.1,3.3,0.7,2.1,0.4,1.2,0.432,0.3,0.5,0.2,0.6,0.9,0.3,0,0.5,0.6,3.2,6,0.447,0.636,0.143,2.2,6.2,4.2,10.9,1.5,0.2,12.4,16,-0.4,0.3,-0.1,-0.012,-3.9,-1.1,-5,-0.3,14.16394807
22,2,0,6.5,0.5,2,0,0.5,0.5,1.5,0.25,0,0,0.5,1,0,0.5,0,0,0,1,5.7,0.25,0.25,0,8.2,16.4,12.3,0,3.8,0,0,13.2,0,0,0,-0.026,-7.5,-1.6,-9.2,0,14.16394807
19,22,0,5.5,0.2,1.5,0,0.4,0.2,1.1,0.152,0.4,0.7,0.4,0.7,0.7,0.4,0.2,0.3,0.4,0.9,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1,14.16394101
20,3,0,2,0,1,0,0,0,1,0,0,0,0.3,0.7,0.3,0,0.3,0.3,0,0,-6,0,0,0,18.9,36.2,27.7,19.4,0,14.8,25,29.1,-0.1,0,-0.1,-0.48,-14,-2.3,-16.2,0,14.13631933
23,4,0,7.3,1,2.5,0.3,0.8,0.8,1.8,0.45,0.3,0.5,0,1.3,1,0.5,0,0.3,0.3,2.5,12.2,0.46,0.3,0.2,0,16.5,8.8,18.1,3.2,0,8.4,17.2,0,0.1,0.1,0.084,-3.7,3.3,-0.4,0,14.13631933
23,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,80.4,1,0,0,0,0,0,0,0,0,0,43.4,0,0,0,1.261,40.1,11.9,52,0,14.13631933
34,10,2,29.4,4.9,12.1,2.1,6.4,2.8,5.7,0.492,1.5,2.2,0.9,4.5,0.5,0.4,0.7,0.8,3.2,13.4,10.9,0.513,0.529,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-1.3,-1.4,-2.7,-0.1,14.12608167
28,15,0,6.8,0.8,2.3,0.5,1.7,0.3,0.6,0.471,0.3,0.3,0,0.3,0.5,0.1,0,0.1,0.7,2.4,7.3,0.503,0.735,0.118,0,5.3,2.6,9.5,0.5,0,2.7,15.3,0.1,0,0.1,0.035,-1.9,-2.9,-4.8,-0.1,14.11515801
26,3,0,2,0,0.7,0,0.7,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,-4.5,0,1,0,17.8,18.4,18.1,0,0,0,0,14.1,0,0,0,-0.251,-9,-7.8,-16.8,0,13.98766561
26,3,0,5.3,1.7,2.7,0.3,0.7,1.3,2,0.688,0,0,0.3,0.3,1.3,1,0.3,0.3,0.7,3.7,36.9,0.688,0.25,0,6.7,6.9,6.8,45.1,8.9,5.3,11.1,23.8,0.1,0,0.1,0.358,8.3,10.6,18.9,0.1,13.86706737
33,4,0,9.3,0.8,2.3,0.8,2,0,0.3,0.5,0,0,0,0.3,0.5,0,0.3,0.5,1,2.3,2.3,0.5,0.889,0,0,2.9,1.5,6.8,0,2.4,18.2,12.7,0,0,0,-0.021,-4.3,-2.5,-6.9,0,13.8572128
25,15,0,10.1,0.3,1.3,0.1,0.9,0.2,0.5,0.225,0.3,0.4,0.1,0.7,1,0.4,0.1,0.3,1.2,0.9,2.5,0.309,0.65,0.3,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2,13.76272141
26,51,14,19.3,2.5,5.1,0.5,1.5,2,3.7,0.527,1.1,1.7,0.8,2.4,1.1,0.7,0.3,0.6,2.1,6.5,12.5,0.558,0.286,0.324,4.4,14.4,9.2,8.1,1.8,1.5,8.8,14.6,1.1,0.3,1.4,0.069,-1.8,-0.3,-2.1,0,13.71360075
26,32,0,11.7,1.8,4,0.8,2.1,0.9,1.8,0.547,0.6,0.7,0.3,1.8,0.4,0.4,0,0.3,0.9,4.9,11.9,0.578,0.535,0.173,2.4,15.3,9.1,4.5,1.6,0,7.4,16.8,0.3,0.4,0.7,0.09,-1.2,-1.1,-2.2,0,13.64392358
22,39,0,14.3,1.4,3.5,0.3,0.9,1.1,2.7,0.438,0.4,0.7,0.1,1.8,2.2,0.3,0.1,0.8,1.7,3.5,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21,1,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5,-0.4,13.63932693
21,43,2,11.6,1.6,4.2,0.4,1.7,1.2,2.5,0.417,0.7,1,0.9,2.4,0.5,0.4,0.3,0.8,1.9,4.2,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-5.7,-1.9,-7.5,-0.7,13.3915795
23,50,7,13.4,1.6,4.4,0.7,2.3,0.9,2,0.459,0.6,0.8,0.2,1.7,0.5,0.4,0.2,0.4,1.5,4.6,8,0.489,0.532,0.188,1.7,14.1,7.8,5.5,1.4,1,8.2,16.6,-0.3,0.5,0.2,0.015,-4.1,-1.1,-5.2,-0.5,13.3915795
32,75,75,28.4,3.7,8.7,1.9,5.1,1.8,3.6,0.529,0.9,1.1,1,4.4,1.2,0.9,0.8,0.6,2.1,10.1,12.6,0.548,0.586,0.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9,13.31178964
25,64,3,18.4,2.5,5.2,0.3,0.7,2.2,4.5,0.5,1.5,1.9,1.4,2.5,1,0.5,0.6,0.7,2.4,6.7,13.3,0.553,0.142,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10,15.7,1.5,1,2.5,0.1,-2.3,-0.1,-2.4,-0.1,13.29652171
24,51,2,12.6,1,3,0.8,2.7,0.2,0.3,0.467,0.1,0.1,0.5,1.8,0.4,0.4,0.5,0.1,0.9,2.9,9.2,0.48,0.914,0.046,4.1,16.2,10,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1,0.071,-1.1,0.4,-0.7,0.2,13.22746006
23,16,0,3.6,0.4,1.4,0.1,0.4,0.3,1.1,0.304,0.6,0.7,0.1,0.1,0.9,0,0,0.2,0.4,1.4,8.3,0.413,0.261,0.478,1.9,3.8,2.8,32.1,0,0,9.7,23.1,0,0,0,0.021,-4.7,-4.8,-9.5,-0.1,13.16683566
32,67,8,25.4,3.4,8.6,1.6,4.6,1.8,4,0.487,2.7,3.6,1,4.2,1.3,0.5,0.1,1.1,1.7,11.1,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.088,-0.9,-0.6,-1.5,0.2,13.14748712
28,82,82,27.9,5.4,12.8,2.1,5.7,3.3,7,0.504,2.5,2.9,0.5,2.1,4.2,0.7,0.1,1.8,2.5,15.4,15.2,0.547,0.45,0.225,2.1,8.5,5.2,24.7,1.2,0.3,11.4,24.5,3.1,1.9,5,0.105,1.3,-0.9,0.4,1.4,13.14748712
32,77,44,27.2,4.2,8.9,1.4,4.2,2.8,4.8,0.555,2.4,2.7,0.7,3.3,1.8,0.6,0.5,1.3,2.1,12.3,13.6,0.608,0.466,0.3,2.9,13.3,8,9.2,1,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0,-1.4,-1.4,0.3,12.99333611
27,51,1,14.9,2.2,5.4,1.5,3.8,0.8,1.6,0.545,0.4,0.5,0.3,1.2,0.5,0.5,0.1,0.5,1.5,6.2,9.8,0.558,0.705,0.084,1.9,8.9,5.3,5,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.7,-2,-3.7,-0.3,12.85980569
27,44,28,25.9,4.5,10.9,2.5,6.6,2,4.3,0.528,0.5,1,0.2,2.5,2.8,0.7,0.2,1.5,1.6,12,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.5,-0.6,-1.1,0.3,12.83570744
33,11,4,20.2,2.5,7.2,1.1,3.5,1.4,3.6,0.418,0.7,0.9,0,1.6,1.9,1,0.3,1,1.7,6.7,7.8,0.444,0.494,0.127,0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.7,0.5,-3.2,-0.1,12.57695666
29,6,1,15.5,2.7,5,0,0.2,2.7,4.8,0.533,2.3,3,1.8,2.2,0.7,0.2,0.5,0.7,3.3,7.7,17.3,0.607,0.033,0.6,12.9,15.7,14.2,6.7,0.5,3.1,9.5,20.1,0.2,0.1,0.3,0.167,-3.1,-1.9,-5,-0.1,12.41180958
29,6,0,10.8,1.3,4.8,0,2.2,1.3,2.7,0.276,1,1,0.2,1,1.3,0.5,0,0.8,0.8,3.7,3.6,0.348,0.448,0.207,1.7,10.4,6,17.5,2.2,0,13.6,24.2,-0.2,0,-0.2,-0.166,-8.4,-2.9,-11.3,-0.2,12.24773748
33,65,0,16.6,1.5,4,1.2,3.3,0.3,0.7,0.539,0.7,0.9,0.2,2.5,0.7,0.3,0.3,0.6,1.4,5,8.6,0.571,0.83,0.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052,-1.7,-0.7,-2.4,-0.1,12.11786965
26,57,22,26.8,3.8,9.2,1.6,4.6,2.2,4.7,0.498,1.7,2.2,0.6,2.4,2.9,0.9,0.5,1.4,1.7,10.9,12.4,0.532,0.494,0.241,2.4,9.8,6.1,15.9,1.7,1.6,11.7,18.5,0.9,1.4,2.3,0.071,-0.7,0.3,-0.4,0.6,12.11786965
